ra,dec,clon,clat,oid,fid,transient_flag,astrometricrms,bestastrometricrms,bestchisq,bestcon,bestlineartrend,bestmagrms,bestmaxmag,bestmaxslope,bestmeanmag,bestmedianabsdev,bestmedianmag,bestminmag,bestnabovemeanbystd_1,bestnabovemeanbystd_3,bestnabovemeanbystd_5,bestnbelowmeanbystd_1,bestnbelowmeanbystd_3,bestnbelowmeanbystd_5,bestnconsecabovemeanbystd_1,bestnconsecabovemeanbystd_3,bestnconsecabovemeanbystd_5,bestnconsecbelowmeanbystd_1,bestnconsecbelowmeanbystd_3,bestnconsecbelowmeanbystd_5,bestnconsecfrommeanbystd_1,bestnconsecfrommeanbystd_3,bestnconsecfrommeanbystd_5,bestnmedianbufferrange,bestnpairposslope,bestpercentiles_05,bestpercentiles_10,bestpercentiles_175,bestpercentiles_25,bestpercentiles_325,bestpercentiles_40,bestpercentiles_60,bestpercentiles_675,bestpercentiles_75,bestpercentiles_825,bestpercentiles_90,bestpercentiles_95,bestskewness,bestsmallkurtosis,beststetsonj,beststetsonk,bestvonneumannratio,bestweightedmagrms,bestweightedmeanmag,chisq,con,lineartrend,magrms,maxmag,maxslope,meanmag,medianabsdev,medianmag,minmag,nabovemeanbystd_1,nabovemeanbystd_3,nabovemeanbystd_5,nbelowmeanbystd_1,nbelowmeanbystd_3,nbelowmeanbystd_5,nconsecabovemeanbystd_1,nconsecabovemeanbystd_3,nconsecabovemeanbystd_5,nconsecbelowmeanbystd_1,nconsecbelowmeanbystd_3,nconsecbelowmeanbystd_5,nconsecfrommeanbystd_1,nconsecfrommeanbystd_3,nconsecfrommeanbystd_5,nmedianbufferrange,npairposslope,nbestobs,ngoodobs,nobs,percentiles_05,percentiles_10,percentiles_175,percentiles_25,percentiles_325,percentiles_40,percentiles_60,percentiles_675,percentiles_75,percentiles_825,percentiles_90,percentiles_95,referencemag,referencemagerr,referencemumax,skewness,smallkurtosis,stetsonj,stetsonk,uncalibmeanmag,vonneumannratio,weightedmagrms,weightedmeanmag,dist,angle,id
0.077,22.301,b'00h00m18.40s',b'22d18m02.82s',b'36271000002711',b'1',0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,10,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.062614,246.008422,b'3'
0.094,-10.862,b'00h00m22.56s',b'-10d51m42.35s',b'21732060000617',b'2',0,1.664648e-06,1.664648e-06,3.804,1.0,-4.926222e-05,0.192,19.437,3.69,18.939,0.054,18.882,18.679,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,7,18.833,18.823,18.769,18.742,18.727,18.718,18.705,18.702,18.7,18.698,18.696,18.695,1.25,40.292,0.314,0.747,2.317,0.123,18.879,4.201,1.0,-5.409622e-05,0.185,19.437,3.69,18.957,0.082,18.897,18.679,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,12,14,14,18.833,18.825,18.785,18.753,18.736,18.725,18.71,18.706,18.704,18.701,18.7,18.698,19.09,0.07,21.231,1.02,40.458,1.079,0.802,18.954,2.269,0.134,18.899,0.320627,128.265643,b'0'
0.095,-0.110,b'00h00m22.90s',b'-00d06m35.47s',b'25921000002630',b'1',0,7.347915e-07,7.347915e-07,-99.0,1.118,0.00187291,2.653,29.29,94.897,19.234,0.026,18.247,18.148,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,180,15,18.22,18.206,18.197,18.196,18.194,18.194,18.189,18.188,18.187,18.186,18.185,18.184,2.392,-99.0,-99.0,-99.0,0.12,0.031,18.239,-99.0,1.118,0.00187291,2.653,29.29,94.897,19.234,0.026,18.247,18.148,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,180,15,206,206,206,18.22,18.206,18.197,18.196,18.194,18.194,18.189,18.188,18.187,18.186,18.185,18.184,18.247,0.008,20.471,2.392,-99.0,-99.0,-99.0,18.313,0.12,0.031,18.239,0.312842,39.889531,b'0'
0.095,-0.110,b'00h00m22.89s',b'-00d06m35.50s',b'225921060003447',b'1',0,4.534721e-07,4.534721e-07,1.62,1.0,0.0004714652,0.027,18.294,2.425,18.201,0.017,18.198,18.154,9,0,0,17,1,0,0,0,0,0,0,0,0,0,0,17,12,18.181,18.171,18.164,18.162,18.161,18.16,18.158,18.158,18.157,18.157,18.157,18.157,0.798,4.386,0.052,0.812,1.134,0.025,18.198,-99.0,1.0,0.001823268,0.145,19.599,25.912,18.222,0.022,18.204,17.878,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,101,13,86,110,110,18.182,18.172,18.163,18.16,18.158,18.156,18.131,18.105,18.085,18.068,18.055,18.047,18.2,0.008,20.462,7.654,-99.0,-99.0,-99.0,18.088,1.584,0.029,18.202,0.246941,32.535019,b'1'
0.095,-0.110,b'00h00m22.89s',b'-00d06m35.49s',b'25922000002782',b'2',0,7.395107e-07,7.395107e-07,2.2,1.0,-2.662468e-05,0.067,18.893,4.445,18.748,0.049,18.75,18.64,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,18.693,18.677,18.674,18.664,18.658,18.655,18.65,18.648,18.648,18.647,18.646,18.646,0.43,8.58,0.487,0.849,2.64,0.062,18.729,2.2,1.0,-2.662468e-05,0.067,18.893,4.445,18.748,0.049,18.75,18.64,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,18,18,18,18.693,18.677,18.674,18.664,18.658,18.655,18.65,18.648,18.648,18.647,18.646,18.646,18.754,0.029,20.632,0.43,8.58,0.487,0.849,-99.0,2.64,0.062,18.729,0.232152,13.392474,b'2'
0.095,-0.110,b'00h00m22.89s',b'-00d06m35.55s',b'225922060006440',b'2',0,3.86644e-07,3.86644e-07,2.075,1.0,0.0004800697,0.067,18.956,188.601,18.702,0.031,18.7,18.474,14,1,0,16,2,0,0,0,0,0,0,0,0,0,0,49,13,18.649,18.623,18.608,18.605,18.599,18.587,18.583,18.579,18.576,18.573,18.571,18.57,0.562,12.362,0.244,0.764,1.624,0.054,18.694,2.028,1.0,0.0005389539,0.067,18.956,188.601,18.702,0.031,18.7,18.474,15,1,0,17,2,0,0,0,0,0,0,0,0,0,0,52,14,120,126,128,18.649,18.623,18.608,18.605,18.602,18.589,18.584,18.581,18.577,18.575,18.572,18.571,18.665,0.009,20.788,0.575,11.737,0.223,0.765,18.704,1.66,0.054,18.694,0.17914,21.370587,b'3'
0.098,15.463,b'00h00m23.43s',b'15d27m46.35s',b'33242000007402',b'2',0,5.016221e-07,5.016221e-07,1.767,1.0,0.0001301076,0.082,19.406,4.411,19.095,0.044,19.079,18.96,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,11,13,19.036,19.018,19.008,18.997,18.98,18.97,18.961,18.96,18.96,18.96,18.96,18.96,1.304,5.718,0.002,0.831,1.423,0.058,19.077,1.704,1.0,0.0001306629,0.081,19.406,4.411,19.091,0.042,19.077,18.96,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,13,13,51,55,58,19.035,19.015,18.998,18.967,18.961,18.961,18.961,18.96,18.96,18.96,18.96,18.96,19.065,0.015,20.967,1.292,5.56,0.001,0.816,19.097,1.363,0.058,19.076,0.337661,23.60887,b'0'
0.101,5.409,b'00h00m24.26s',b'05d24m33.24s',b'29071060002159',b'1',0,6.166788e-07,6.166788e-07,-99.0,1.0,2.072562e-05,0.081,19.433,13.479,18.991,0.037,18.978,18.817,8,0,0,18,4,1,0,0,0,0,0,0,0,0,0,67,15,18.935,18.923,18.901,18.89,18.889,18.888,18.884,18.882,18.881,18.878,18.875,18.874,2.238,-99.0,-99.0,-99.0,1.482,0.054,18.976,-99.0,1.0,1.866223e-05,0.079,19.433,13.479,18.99,0.039,18.978,18.817,9,0,0,19,4,1,0,0,0,0,0,0,0,0,0,71,15,151,162,162,18.935,18.923,18.9,18.89,18.888,18.887,18.882,18.881,18.881,18.88,18.877,18.876,18.997,0.014,21.34,2.253,-99.0,-99.0,-99.0,19.04,1.468,0.054,18.976,0.140446,100.220068,b'0'
0.101,5.409,b'00h00m24.26s',b'05d24m33.24s',b'29072060004485',b'2',0,1.011432e-06,1.011432e-06,2.14,1.0,1.719742e-05,0.118,19.848,11.423,19.483,0.055,19.476,19.136,9,0,0,9,1,0,0,0,0,0,0,0,0,0,0,23,13,19.398,19.338,19.321,19.299,19.286,19.279,19.275,19.275,19.274,19.261,19.251,19.245,0.412,13.01,0.107,0.779,1.755,0.091,19.469,2.219,1.0,9.151694e-06,0.133,19.992,11.423,19.489,0.061,19.472,19.136,7,0,0,10,1,0,0,0,0,0,0,0,0,0,0,31,13,76,83,85,19.397,19.342,19.322,19.305,19.29,19.28,19.276,19.275,19.274,19.273,19.262,19.255,19.441,0.017,21.587,0.974,13.62,0.096,0.772,19.518,1.831,0.095,19.47,0.140244,101.940313,b'1'
0.138,29.483,b'00h00m33.16s',b'29d28m57.56s',b'40102060002256',b'2',0,7.562016e-07,7.562016e-07,3.239,1.0,-7.84411e-05,0.138,19.944,10.07,19.305,0.074,19.303,18.938,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,21,14,19.212,19.151,19.136,19.121,19.11,19.107,19.104,19.088,19.073,19.061,19.051,19.045,1.301,28.252,0.62,0.791,1.87,0.108,19.271,4.369,1.0,-0.00015971,0.188,20.336,10.07,19.326,0.077,19.303,18.938,1,0,0,7,2,1,0,0,0,0,0,0,0,0,0,35,12,62,67,68,19.217,19.16,19.137,19.125,19.111,19.108,19.105,19.101,19.084,19.071,19.06,19.054,19.254,0.016,21.42,2.699,81.849,0.625,0.742,19.529,2.084,0.124,19.276,0.151357,67.328209,b'0'
0.138,29.483,b'00h00m33.15s',b'29d28m57.57s',b'40101060000821',b'1',0,5.330384e-07,5.330384e-07,1.156,1.0,0.00116417,0.038,19.016,2.644,18.983,0.018,18.998,18.93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,18.94,18.935,18.933,18.932,18.931,18.931,18.931,18.931,18.93,18.93,18.93,18.93,-0.448,-0.426,0.233,0.928,1.147,0.04,18.978,0.744,1.0,0.0006708457,0.031,19.016,2.644,18.979,0.019,18.985,18.93,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,9,18.955,18.938,18.935,18.933,18.932,18.932,18.931,18.931,18.931,18.931,18.931,18.931,18.579,0.066,21.046,-0.281,-2.466,-0.191,0.858,18.603,1.383,0.032,18.976,0.11226,52.063047,b'1'
0.142,-5.490,b'00h00m34.08s',b'-05d29m22.39s',b'23822000000564',b'2',0,4.457684e-07,4.457684e-07,2.182,1.0,8.098012e-06,0.028,17.256,2.873,17.177,0.013,17.174,17.097,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,14,17.158,17.148,17.146,17.145,17.144,17.143,17.127,17.124,17.121,17.119,17.117,17.116,0.281,10.953,0.294,0.781,1.942,0.023,17.173,2.702,1.0,1.325215e-05,0.052,17.43,12.813,17.182,0.016,17.177,17.05,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,25,16,40,48,48,17.155,17.147,17.13,17.099,17.098,17.098,17.087,17.083,17.08,17.077,17.075,17.073,17.17,0.021,19.439,1.856,12.838,0.39,0.805,17.238,1.909,0.026,17.174,0.293604,99.850395,b'0'
0.142,-1.139,b'00h00m34.09s',b'-01d08m20.11s',b'25922000000063',b'2',0,4.40522e-07,4.40522e-07,2.995,1.0,-2.828898e-06,0.051,18.069,1.829,17.988,0.043,17.991,17.904,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,17.939,17.92,17.913,17.911,17.909,17.908,17.907,17.906,17.906,17.906,17.906,17.906,-0.023,22.391,0.67,0.806,1.801,0.048,17.975,2.995,1.0,-2.828898e-06,0.051,18.069,1.829,17.988,0.043,17.991,17.904,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,15,15,18,17.939,17.92,17.913,17.911,17.909,17.908,17.907,17.906,17.906,17.906,17.906,17.906,17.976,0.02,20.089,-0.023,22.391,0.67,0.806,-99.0,1.801,0.048,17.975,0.214227,99.621594,b'0'
0.142,-1.139,b'00h00m34.09s',b'-01d08m20.15s',b'25921000000062',b'1',0,2.159839e-07,2.159839e-07,2.633,1.0,-9.400604e-06,0.038,18.07,2.492,17.786,0.017,17.778,17.732,3,0,0,24,2,2,0,0,0,0,0,0,0,0,0,81,16,17.761,17.752,17.747,17.746,17.745,17.743,17.741,17.74,17.74,17.739,17.739,17.738,3.462,18.588,0.37,0.799,1.662,0.025,17.778,2.633,1.0,-9.400604e-06,0.038,18.07,2.492,17.786,0.017,17.778,17.732,3,0,0,24,2,2,0,0,0,0,0,0,0,0,0,81,16,165,165,174,17.761,17.752,17.747,17.746,17.745,17.743,17.741,17.74,17.74,17.739,17.739,17.738,17.769,0.007,20.144,3.462,18.588,0.37,0.799,17.867,1.662,0.025,17.778,0.252895,106.623861,b'1'
0.142,-1.139,b'00h00m34.10s',b'-01d08m20.04s',b'225922060000199',b'2',0,4.043906e-07,4.043906e-07,2.388,1.0,0.0003262009,0.055,18.34,76.215,18.021,0.029,18.013,17.906,6,0,0,20,1,1,0,0,0,0,0,0,0,0,0,47,14,17.983,17.965,17.956,17.95,17.949,17.947,17.929,17.928,17.927,17.926,17.926,17.926,1.922,13.14,0.35,0.798,1.585,0.041,18.009,2.365,1.0,0.0002002284,0.055,18.34,76.215,18.019,0.029,18.013,17.906,7,0,0,22,1,1,0,0,0,0,0,0,0,0,0,50,14,122,128,128,17.982,17.961,17.954,17.95,17.946,17.932,17.927,17.926,17.926,17.926,17.925,17.925,17.973,0.006,20.346,1.826,12.832,0.352,0.8,18.022,1.532,0.041,18.008,0.29986,83.810172,b'2'
0.142,-1.139,b'00h00m34.10s',b'-01d08m20.05s',b'225921060000095',b'1',0,6.934385e-07,6.934385e-07,1.343,1.0,0.0001684269,0.019,17.812,1.536,17.762,0.013,17.763,17.713,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,14,17.747,17.738,17.734,17.733,17.731,17.729,17.721,17.719,17.717,17.716,17.716,17.715,0.14,2.381,-0.086,0.807,2.002,0.018,17.761,-99.0,1.0,0.000424797,0.064,18.214,13.606,17.771,0.014,17.763,17.669,2,0,0,5,2,2,0,0,0,0,0,0,0,0,0,83,15,86,110,110,17.745,17.735,17.732,17.72,17.714,17.713,17.708,17.705,17.703,17.701,17.699,17.698,17.756,0.007,20.202,5.432,-99.0,-99.0,-99.0,17.636,1.059,0.021,17.762,0.302323,84.5586,b'3'
0.144,20.546,b'00h00m34.58s',b'20d32m43.87s',b'36271060000875',b'1',0,2.104371e-07,2.104371e-07,1.267,1.0,-0.0002522842,0.033,18.797,0.562,18.757,0.03,18.757,18.714,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18.728,18.716,18.715,18.715,18.715,18.715,18.714,18.714,18.714,18.714,18.714,18.714,-0.04,-0.346,0.114,0.934,1.311,0.032,18.754,1.267,1.0,-0.0002522842,0.033,18.797,0.562,18.757,0.03,18.757,18.714,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,10,18.728,18.716,18.715,18.715,18.715,18.715,18.714,18.714,18.714,18.714,18.714,18.714,18.778,0.027,21.241,-0.04,-0.346,0.114,0.934,18.767,1.311,0.032,18.754,0.02932,263.233009,b'0'
0.144,20.546,b'00h00m34.59s',b'20d32m43.84s',b'36272060001975',b'2',0,7.453841e-07,7.453841e-07,2.468,1.0,-1.460468e-05,0.135,20.02,7.437,19.219,0.058,19.198,18.985,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,34,15,19.132,19.105,19.093,19.087,19.078,19.06,19.029,19.022,19.018,19.015,19.013,19.011,3.131,15.983,0.248,0.779,1.622,0.083,19.194,2.305,1.0,-1.555674e-05,0.13,20.02,7.437,19.22,0.056,19.2,18.985,2,0,0,8,1,1,0,0,0,0,0,0,0,0,0,37,15,69,75,76,19.143,19.109,19.095,19.091,19.081,19.069,19.035,19.027,19.021,19.018,19.015,19.014,19.181,0.016,21.167,3.208,14.34,0.213,0.767,19.237,1.644,0.081,19.195,0.064472,123.721296,b'1'
0.147,31.148,b'00h00m35.33s',b'31d08m51.10s',b'40102000005824',b'2',0,2.992557e-07,2.992557e-07,4.079,1.0,-1.931318e-06,0.048,18.089,3.512,17.968,0.021,17.971,17.817,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,21,16,17.939,17.906,17.896,17.883,17.871,17.87,17.868,17.864,17.859,17.855,17.852,17.85,-0.283,66.132,0.708,0.734,2.061,0.043,17.965,3.936,1.0,-1.190145e-05,0.053,18.089,3.563,17.966,0.022,17.965,17.817,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,14,63,70,70,17.932,17.897,17.883,17.87,17.868,17.861,17.846,17.842,17.84,17.838,17.836,17.835,17.967,0.014,20.143,-0.143,59.593,0.714,0.747,18.149,2.012,0.044,17.965,0.189942,80.218705,b'0'
0.147,31.148,b'00h00m35.34s',b'31d08m51.09s',b'40101000003074',b'1',0,1.781934e-07,1.781934e-07,10.316,1.0,-0.0002064845,0.047,17.806,0.567,17.724,0.016,17.735,17.666,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,17.67,17.667,17.667,17.666,17.666,17.666,17.666,17.666,17.666,17.666,17.666,17.666,0.097,392.37,2.116,0.845,2.139,0.044,17.724,10.316,1.0,-0.0002064845,0.047,17.806,0.567,17.724,0.016,17.735,17.666,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,9,9,9,17.67,17.667,17.667,17.666,17.666,17.666,17.666,17.666,17.666,17.666,17.666,17.666,17.737,0.015,20.12,0.097,392.37,2.116,0.845,17.7,2.139,0.044,17.724,0.22102,86.285917,b'1'
0.179,1.539,b'00h00m42.88s',b'01d32m21.61s',b'26972000001736',b'2',0,2.057995e-07,2.057995e-07,0.781,1.0,2.159291e-06,0.007,16.393,0.176,16.383,0.006,16.383,16.371,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,16.377,16.375,16.374,16.373,16.372,16.372,16.372,16.372,16.372,16.372,16.372,16.372,-0.177,-2.181,-0.246,0.862,1.471,0.007,16.382,0.781,1.0,2.159291e-06,0.007,16.393,0.176,16.383,0.006,16.383,16.371,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,20,16.377,16.375,16.374,16.373,16.372,16.372,16.372,16.372,16.372,16.372,16.372,16.372,16.279,0.016,18.505,-0.177,-2.181,-0.246,0.862,16.397,1.471,0.007,16.382,0.189169,130.374742,b'0'
0.179,1.539,b'00h00m42.89s',b'01d32m21.52s',b'26971000001974',b'1',0,1.545498e-07,1.545498e-07,1.462,1.0,-4.271151e-06,0.009,16.224,0.194,16.199,0.005,16.197,16.184,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,11,16.194,16.191,16.189,16.188,16.187,16.186,16.185,16.185,16.185,16.185,16.185,16.185,0.837,4.947,-0.16,0.776,1.272,0.008,16.197,1.908,1.0,-7.168351e-05,0.022,16.265,0.194,16.201,0.006,16.198,16.136,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,13,13,21,24,136,16.193,16.19,16.185,16.18,16.17,16.163,16.154,16.152,16.15,16.149,16.148,16.147,16.171,0.003,18.529,0.083,7.605,-0.145,0.778,16.376,1.508,0.01,16.197,0.37875,123.398016,b'1'
0.197,22.677,b'00h00m47.38s',b'22d40m37.36s',b'37252060001598',b'2',0,5.522294e-07,5.522294e-07,1.59,1.0,1.055494e-05,0.09,19.861,12.293,19.528,0.052,19.524,19.303,10,0,0,9,2,0,0,0,0,0,0,0,0,0,0,23,15,19.452,19.421,19.412,19.404,19.398,19.393,19.384,19.383,19.381,19.38,19.375,19.372,0.756,5.632,0.057,0.799,1.929,0.076,19.521,1.67,1.0,1.719002e-05,0.097,19.861,12.293,19.523,0.053,19.52,19.226,12,1,0,10,1,0,0,0,0,0,0,0,0,0,0,29,15,86,93,94,19.447,19.416,19.394,19.385,19.384,19.381,19.344,19.331,19.32,19.312,19.305,19.301,19.49,0.014,21.556,0.411,6.427,0.079,0.791,19.52,1.999,0.08,19.518,0.054637,74.839908,b'0'
0.217,27.401,b'00h00m52.03s',b'27d24m05.07s',b'39172065003869',b'2',1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.381013,95.376531,b'0'
0.216,27.401,b'00h00m51.86s',b'27d24m05.34s',b'39172060002875',b'2',0,7.344503e-07,7.344503e-07,2.88,1.0,2.605948e-05,0.111,19.517,14.759,19.148,0.077,19.142,18.883,10,0,0,18,1,0,0,0,0,0,0,0,0,0,0,21,15,19.057,19.025,18.999,18.983,18.963,18.952,18.925,18.915,18.907,18.901,18.896,18.893,0.303,19.83,0.566,0.815,1.979,0.095,19.134,2.907,1.0,3.082889e-05,0.123,19.692,14.759,19.155,0.079,19.15,18.883,11,0,0,19,2,0,0,0,0,0,0,0,0,0,0,32,15,101,109,118,19.058,19.022,18.997,18.968,18.949,18.938,18.921,18.913,18.907,18.902,18.898,18.895,19.115,0.015,21.32,0.83,19.071,0.55,0.816,19.798,2.234,0.096,19.136,0.12534,69.932191,b'1'
0.216,27.401,b'00h00m51.85s',b'27d24m05.35s',b'39171060001345',b'1',0,2.262594e-07,2.262594e-07,1.081,1.0,-0.0001145669,0.037,18.746,2.544,18.669,0.019,18.665,18.626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,18.644,18.636,18.632,18.63,18.629,18.629,18.628,18.628,18.628,18.628,18.627,18.627,0.899,-0.823,-0.314,0.818,2.164,0.027,18.659,1.081,1.0,-0.0001145669,0.037,18.746,2.544,18.669,0.019,18.665,18.626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,8,8,10,18.644,18.636,18.632,18.63,18.629,18.629,18.628,18.628,18.628,18.628,18.627,18.627,18.649,0.016,21.039,0.899,-0.823,-0.314,0.818,18.725,2.164,0.027,18.659,0.118801,60.612317,b'2'
